date,min,max,median,q1,q3,stdev,count
2022-03-23T00:00:00.000Z,0,0.1,0,0,0,0.007,565
2022-03-24T00:00:00.000Z,0,0.05,0,0,0,0.003,550
2022-03-25T00:00:00.000Z,0,0.1,0,0,0,0.005,570
2022-03-26T00:00:00.000Z,0,0.1,0,0,0,0.007,581
2022-03-27T00:00:00.000Z,0,0.08,0,0,0,0.003,561
2022-03-28T00:00:00.000Z,0,0.1,0,0,0,0.004,559
2022-03-29T00:00:00.000Z,0,0.05,0,0,0,0.002,576
2022-03-30T00:00:00.000Z,0,0.05,0,0,0,0.002,562
2022-03-31T00:00:00.000Z,0,0.1,0,0,0,0.005,583
2022-04-01T00:00:00.000Z,0,0.08,0,0,0,0.004,550
2022-04-02T00:00:00.000Z,0,0.1,0,0,0,0.005,514
2022-04-03T00:00:00.000Z,0,0,0,0,0,0,568
2022-04-04T00:00:00.000Z,0,0.1,0,0,0,0.006,576
2022-04-05T00:00:00.000Z,0,0.1,0,0,0,0.006,576
2022-04-06T00:00:00.000Z,0,0.1,0,0,0,0.006,574
2022-04-07T00:00:00.000Z,0,0,0,0,0,0,571
2022-04-08T00:00:00.000Z,0,0,0,0,0,0,580
2022-04-09T00:00:00.000Z,0,0.05,0,0,0,0.005,563
2022-04-10T00:00:00.000Z,0,0.1,0,0,0,0.007,585
2022-04-11T00:00:00.000Z,0,0.1,0,0,0,0.007,564
2022-04-12T00:00:00.000Z,0,0.1,0,0,0,0.006,585
2022-04-13T00:00:00.000Z,0,0.1,0,0,0,0.009,576
2022-04-14T00:00:00.000Z,0,0.1,0,0,0,0.007,574
2022-04-15T00:00:00.000Z,0,0.1,0,0,0,0.006,584
2022-04-16T00:00:00.000Z,0,0.1,0,0,0,0.006,583
2022-04-17T00:00:00.000Z,0,0.1,0,0,0,0.007,575
2022-04-18T00:00:00.000Z,0,0.08,0,0,0,0.005,581
2022-04-19T00:00:00.000Z,0,0.03,0,0,0,0.002,569
2022-04-20T00:00:00.000Z,0,0,0,0,0,0,264
2022-04-24T00:00:00.000Z,0,0,0,0,0,0,287
2022-04-25T00:00:00.000Z,0,0,0,0,0,0,572
2022-04-26T00:00:00.000Z,0,0.08,0,0,0,0.004,568
2022-04-27T00:00:00.000Z,0,0.1,0,0,0,0.007,557
2022-04-28T00:00:00.000Z,0,0.05,0,0,0,0.002,576
2022-04-29T00:00:00.000Z,0,0.05,0,0,0,0.003,577
2022-04-30T00:00:00.000Z,0,0.08,0,0,0,0.003,583
2022-05-01T00:00:00.000Z,0,0.08,0,0,0,0.006,536
2022-05-02T00:00:00.000Z,0,0.1,0,0,0,0.006,487
2022-05-03T00:00:00.000Z,0,0.1,0,0,0,0.005,548
2022-05-04T00:00:00.000Z,0,0.03,0,0,0,0.001,589
2022-05-05T00:00:00.000Z,0,0.08,0,0,0,0.003,578
2022-05-06T00:00:00.000Z,0,0,0,0,0,0,573
2022-05-07T00:00:00.000Z,0,0.1,0,0,0,0.004,584
2022-05-08T00:00:00.000Z,0,0.1,0,0,0,0.008,580
2022-05-09T00:00:00.000Z,0,0.1,0,0,0,0.005,530
2022-05-10T00:00:00.000Z,0,0.05,0,0,0,0.002,523
2022-05-11T00:00:00.000Z,0,0,0,0,0,0,528
2022-05-12T00:00:00.000Z,0,0.05,0,0,0,0.002,533
2022-05-13T00:00:00.000Z,0,0.03,0,0,0,0.001,533
2022-05-14T00:00:00.000Z,0,0.1,0,0,0,0.004,553
2022-05-15T00:00:00.000Z,0,0.03,0,0,0,0.002,547
2022-05-16T00:00:00.000Z,0,0.1,0,0,0,0.004,545
2022-05-17T00:00:00.000Z,0,0.03,0,0,0,0.002,547
2022-05-18T00:00:00.000Z,0,0.1,0,0,0,0.006,533
2022-05-19T00:00:00.000Z,0,0,0,0,0,0,535
2022-05-20T00:00:00.000Z,0,0.1,0,0,0,0.004,540
2022-05-21T00:00:00.000Z,0,0.1,0,0,0,0.004,539
2022-05-22T00:00:00.000Z,0,0.08,0,0,0,0.004,512
2022-05-23T00:00:00.000Z,0,0.1,0,0,0,0.005,544
2022-05-24T00:00:00.000Z,0,0.1,0,0,0,0.005,533
2022-05-25T00:00:00.000Z,0,0.08,0,0,0,0.005,511
2022-05-26T00:00:00.000Z,0,0.1,0,0,0,0.008,513
